day,start_time,awayteam,hometeam,awayscore,homescore,wl
Tuesday,133,ARI,COL,4,12,1
Tuesday,641,ARI,COL,5,2,0
Wednesday,639,ARI,COL,2,1,0
Thursday,640,ARI,COL,6,3,0
Friday,640,SLN,COL,10,3,0
Saturday,514,SLN,COL,4,15,1
Sunday,109,SLN,COL,4,3,0
Thursday,642,LAN,COL,7,9,1
Friday,640,LAN,COL,5,6,1
Saturday,609,LAN,COL,11,7,0
Sunday,111,LAN,COL,10,8,0
Monday,641,SDN,COL,3,1,0
Tuesday,641,SDN,COL,3,6,1
Wednesday,111,SDN,COL,3,6,1
Friday,640,DET,COL,6,13,1
Saturday,610,DET,COL,4,5,1
Sunday,111,DET,COL,9,1,0
Tuesday,640,CHA,COL,2,3,1
Wednesday,640,CHA,COL,3,2,0
Thursday,110,CHA,COL,6,4,0
Friday,611,KCA,COL,0,9,1
Saturday,610,KCA,COL,6,9,1
Sunday,111,KCA,COL,16,8,0
Thursday,641,MIL,COL,3,12,1
Friday,640,MIL,COL,0,4,1
Saturday,659,MIL,COL,8,7,0
Sunday,110,MIL,COL,4,3,0
Monday,642,ATL,COL,7,4,0
Tuesday,706,ATL,COL,3,12,1
Wednesday,640,ATL,COL,2,3,1
Thursday,111,ATL,COL,9,6,0
Monday,640,PHI,COL,4,3,0
Tuesday,640,PHI,COL,5,0,0
Wednesday,110,PHI,COL,8,6,0
Thursday,642,WAS,COL,3,6,1
Friday,640,WAS,COL,5,3,0
Saturday,611,WAS,COL,7,15,1
Sunday,110,WAS,COL,3,2,0
Monday,641,FLO,COL,4,7,1
Tuesday,640,FLO,COL,6,5,0
Wednesday,640,FLO,COL,5,12,1
Friday,640,LAN,COL,8,2,0
Saturday,210,LAN,COL,6,7,1
Sunday,111,LAN,COL,3,5,1
Monday,640,HOU,COL,5,9,1
Tuesday,641,HOU,COL,6,8,1
Wednesday,110,HOU,COL,6,7,1
Monday,110,ARI,COL,10,7,0
Tuesday,641,ARI,COL,3,8,1
Wednesday,642,ARI,COL,5,3,0
Friday,641,CIN,COL,4,1,0
Saturday,210,CIN,COL,7,12,1
Sunday,111,CIN,COL,1,4,1
Thursday,641,SFN,COL,8,5,0
Friday,611,SFN,COL,9,1,0
Saturday,631,SFN,COL,6,5,0
Sunday,110,SFN,COL,12,5,0
Monday,642,SDN,COL,8,2,0
Tuesday,640,SDN,COL,2,1,0
Wednesday,110,SDN,COL,4,0,0
Monday,210,SFN,COL,7,0,0
Wednesday,642,SFN,COL,8,17,1
Thursday,109,SFN,COL,4,2,0
Friday,641,ARI,COL,6,7,1
Saturday,626,ARI,COL,7,8,1
Sunday,113,ARI,COL,5,2,0
Monday,640,SDN,COL,7,1,0
Tuesday,639,SDN,COL,3,5,1
Wednesday,641,SDN,COL,4,8,1
Friday,641,NYN,COL,9,18,1
Saturday,609,NYN,COL,7,5,0
Sunday,110,NYN,COL,6,5,0
Monday,641,LAN,COL,2,6,1
Tuesday,641,LAN,COL,7,6,0
Wednesday,111,LAN,COL,5,8,1
Friday,642,ATL,COL,9,8,0
Saturday,611,ATL,COL,13,9,0
Sunday,111,ATL,COL,7,2,0
Wednesday,642,ARI,COL,1,6,1
Thursday,112,ARI,COL,9,7,0
Friday,641,SEA,COL,4,0,0
Saturday,211,SEA,COL,10,3,0
Sunday,110,SEA,COL,6,4,0
Monday,111,HOU,COL,7,9,1
Monday,610,HOU,COL,6,7,1
Wednesday,641,HOU,COL,5,13,1
Thursday,639,HOU,COL,5,11,1
Friday,641,LAN,COL,3,13,1
Saturday,211,LAN,COL,6,2,0
Sunday,111,LAN,COL,2,3,1
Friday,641,ANA,COL,7,2,0
Saturday,210,ANA,COL,11,5,0
Sunday,110,ANA,COL,10,8,0
Tuesday,641,OAK,COL,8,5,0
Wednesday,641,OAK,COL,10,8,0
Thursday,110,OAK,COL,8,2,0
Monday,642,WAS,COL,2,4,1
Tuesday,641,WAS,COL,12,5,0
Wednesday,641,WAS,COL,11,5,0
Thursday,111,WAS,COL,10,11,1
Friday,611,SDN,COL,2,10,1
Saturday,516,SDN,COL,8,4,0
Sunday,111,SDN,COL,2,0,0
Friday,641,PHI,COL,2,6,1
Saturday,611,PHI,COL,8,5,0
Sunday,111,PHI,COL,5,1,0
Monday,640,PIT,COL,4,5,1
Tuesday,640,PIT,COL,6,2,0
Wednesday,111,PIT,COL,9,6,0
Friday,640,CIN,COL,3,0,0
Saturday,611,CIN,COL,9,7,0
Sunday,110,CIN,COL,7,2,0
Tuesday,639,SLN,COL,11,6,0
Wednesday,640,SLN,COL,9,6,0
Thursday,640,SLN,COL,2,8,1
Friday,641,SFN,COL,16,4,0
Saturday,610,SFN,COL,11,6,0
Sunday,111,SFN,COL,8,3,0
Monday,641,MIL,COL,6,9,1
Tuesday,640,MIL,COL,6,8,1
Wednesday,112,MIL,COL,6,7,1
Thursday,642,MIA,COL,3,5,1
Friday,640,MIA,COL,6,5,0
Saturday,611,MIA,COL,6,5,0
Sunday,112,MIA,COL,2,3,1
Monday,641,LAN,COL,0,10,1
Tuesday,640,LAN,COL,4,8,1
Wednesday,110,LAN,COL,10,8,0
Friday,640,SDN,COL,5,4,0
Saturday,611,SDN,COL,1,9,1
Sunday,111,SDN,COL,10,11,1
Monday,641,SFN,COL,5,6,1
Tuesday,641,SFN,COL,9,8,0
Wednesday,640,SFN,COL,8,3,0
Friday,610,ARI,COL,15,5,0
Saturday,610,ARI,COL,8,7,0
Sunday,110,ARI,COL,10,7,0
Monday,641,ARI,COL,2,4,1
Tuesday,642,CHN,COL,5,10,1
Wednesday,641,CHN,COL,0,6,1
Thursday,111,CHN,COL,5,7,1
Friday,211,SDN,COL,2,5,1
Saturday,611,SDN,COL,3,6,1
Sunday,211,SDN,COL,1,9,1
Tuesday,312,NYN,COL,4,8,1
Tuesday,647,NYN,COL,8,9,1
Thursday,111,NYN,COL,3,11,1
Friday,640,ARI,COL,1,3,1
Saturday,611,ARI,COL,3,4,1
Sunday,211,ARI,COL,5,4,0
Tuesday,111,ATL,COL,4,3,0
Tuesday,641,ATL,COL,10,2,0
Wednesday,111,ATL,COL,5,6,1
Friday,640,TBA,COL,7,4,0
Saturday,612,TBA,COL,3,9,1
Sunday,210,TBA,COL,8,3,0
Tuesday,641,NYA,COL,0,2,1
Wednesday,642,NYA,COL,3,2,0
Thursday,118,NYA,COL,3,1,0
Thursday,642,SFN,COL,8,6,0
Friday,642,SFN,COL,9,10,1
Saturday,612,SFN,COL,2,10,1
Sunday,212,SFN,COL,0,5,1
Monday,642,ARI,COL,5,1,0
Tuesday,641,ARI,COL,4,5,1
Wednesday,111,ARI,COL,1,4,1
Wednesday,642,HOU,COL,6,3,0
Thursday,643,HOU,COL,7,5,0
Friday,641,LAN,COL,7,5,0
Saturday,210,LAN,COL,6,7,1
Sunday,210,LAN,COL,2,7,1
Thursday,640,SDN,COL,6,5,0
Friday,641,SDN,COL,9,10,1
Saturday,516,SDN,COL,4,2,0
Sunday,213,SDN,COL,7,8,1
Tuesday,641,WAS,COL,3,8,1
Wednesday,642,WAS,COL,5,1,0
Thursday,111,WAS,COL,5,4,0
Friday,642,PHI,COL,8,7,0
Saturday,210,PHI,COL,5,10,1
Sunday,211,PHI,COL,2,5,1
Thursday,412,NYN,COL,3,2,0
Friday,640,SFN,COL,1,4,1
Saturday,211,SFN,COL,1,2,1
Sunday,211,SFN,COL,5,2,0
Tuesday,641,LAN,COL,8,0,0
Wednesday,610,LAN,COL,10,8,0
Thursday,610,LAN,COL,5,9,1
Friday,642,CHN,COL,3,1,0
Saturday,612,CHN,COL,3,9,1
Sunday,211,CHN,COL,3,4,1
Monday,641,MIA,COL,3,1,0
Tuesday,640,MIA,COL,4,2,0
Wednesday,642,MIA,COL,1,2,1
Thursday,113,MIA,COL,5,3,0
Friday,641,MIL,COL,3,8,1
Saturday,612,MIL,COL,7,5,0
Sunday,210,MIL,COL,5,6,1
Friday,642,PIT,COL,1,10,1
Saturday,758,PIT,COL,4,6,1
Sunday,213,PIT,COL,2,3,1
Monday,641,SDN,COL,2,14,1
Tuesday,641,SDN,COL,7,5,0
Wednesday,110,SDN,COL,2,4,1
Monday,642,SFN,COL,1,6,1
Tuesday,640,SFN,COL,5,3,0
Wednesday,641,SFN,COL,4,5,1
Friday,641,CIN,COL,6,9,1
Saturday,612,CIN,COL,8,3,0
Sunday,212,CIN,COL,4,7,1
Monday,210,LAN,COL,10,8,0
Tuesday,641,LAN,COL,7,4,0
Wednesday,641,LAN,COL,5,7,1
Monday,643,SLN,COL,2,6,1
Tuesday,642,SLN,COL,11,4,0
Wednesday,641,SLN,COL,4,3,0
Thursday,110,SLN,COL,6,7,1
Friday,610,ARI,COL,4,9,1
Saturday,612,ARI,COL,7,2,0
Sunday,212,ARI,COL,13,9,0
Tuesday,641,BOS,COL,3,8,1
Wednesday,652,BOS,COL,15,5,0
Friday,108,CLE,DET,2,5,1
Saturday,105,CLE,DET,2,4,1
Sunday,108,CLE,DET,8,9,1
Monday,106,KCA,DET,10,5,0
Tuesday,105,KCA,DET,5,6,1
Wednesday,106,KCA,DET,7,3,0
Tuesday,707,MIN,DET,2,0,0
Wednesday,708,MIN,DET,6,11,1
Thursday,105,MIN,DET,0,3,1
Friday,706,ANA,DET,6,10,1
Saturday,106,ANA,DET,2,3,1
Sunday,106,ANA,DET,1,5,1
Monday,709,NYA,DET,4,5,1
Wednesday,106,NYA,DET,0,2,1
Wednesday,709,NYA,DET,8,0,0
Thursday,107,NYA,DET,0,6,1
Friday,706,BOS,DET,7,2,0
Saturday,707,BOS,DET,6,7,1
Sunday,107,BOS,DET,1,5,1
Tuesday,107,CHA,DET,6,2,0
Friday,706,OAK,DET,5,4,0
Saturday,706,OAK,DET,6,0,0
Sunday,106,OAK,DET,2,10,1
Monday,347,OAK,DET,4,1,0
Tuesday,706,CLE,DET,3,2,0
Wednesday,707,CLE,DET,0,3,1
Thursday,106,CLE,DET,6,12,1
Friday,707,PIT,DET,2,6,1
Saturday,705,PIT,DET,3,4,1
Sunday,106,PIT,DET,3,4,1
Tuesday,706,WAS,DET,4,7,1
Wednesday,706,WAS,DET,3,8,1
Thursday,104,WAS,DET,3,8,1
Friday,707,ARI,DET,5,7,1
Saturday,706,ARI,DET,6,5,0
Sunday,106,ARI,DET,1,3,1
Friday,706,SEA,DET,1,7,1
Saturday,707,SEA,DET,1,6,1
Sunday,106,SEA,DET,8,1,0
Monday,105,BAL,DET,9,12,1
Tuesday,707,BAL,DET,5,7,1
Wednesday,706,BAL,DET,2,4,1
Friday,707,MIN,DET,3,7,1
Saturday,410,MIN,DET,4,7,1
Sunday,106,MIN,DET,6,3,0
Monday,705,TEX,DET,8,6,0
Tuesday,706,TEX,DET,8,0,0
Wednesday,706,TEX,DET,1,4,1
Thursday,106,TOR,DET,2,5,1
Saturday,706,TOR,DET,3,2,0
Sunday,106,TOR,DET,5,3,0
Sunday,604,TOR,DET,5,6,1
Tuesday,106,CHA,DET,12,2,0
Tuesday,705,CHA,DET,1,7,1
Wednesday,708,CHA,DET,4,1,0
Thursday,106,CHA,DET,6,4,0
Friday,705,ANA,DET,4,2,0
Saturday,705,ANA,DET,10,1,0
Sunday,106,ANA,DET,4,9,1
Monday,705,TBA,DET,6,3,0
Tuesday,706,TBA,DET,8,0,0
Wednesday,106,TBA,DET,2,3,1
Friday,707,CLE,DET,0,6,1
Saturday,706,CLE,DET,2,5,1
Sunday,106,CLE,DET,1,8,1
Monday,705,KCA,DET,3,12,1
Tuesday,705,KCA,DET,1,9,1
Wednesday,106,KCA,DET,4,3,0
Monday,106,CHA,DET,5,4,0
Tuesday,705,CHA,DET,1,9,1
Wednesday,704,CHA,DET,1,5,1
Thursday,106,CHA,DET,3,6,1
Friday,707,BAL,DET,6,3,0
Saturday,732,BAL,DET,5,3,0
Sunday,106,BAL,DET,2,6,1
Monday,706,KCA,DET,5,7,1
Tuesday,706,KCA,DET,9,6,0
Wednesday,706,KCA,DET,2,4,1
Friday,706,MIN,DET,1,10,1
Saturday,705,MIN,DET,10,11,1
Sunday,105,MIN,DET,1,5,1
Friday,307,KCA,DET,2,5,1
Saturday,409,KCA,DET,3,1,0
Sunday,106,KCA,DET,9,5,0
Monday,107,TEX,DET,2,0,0
Tuesday,106,TEX,DET,4,5,1
Wednesday,105,TEX,DET,2,3,1
Friday,717,CHA,DET,3,9,1
Saturday,413,CHA,DET,0,9,1
Sunday,105,CHA,DET,0,3,1
Tuesday,706,SEA,DET,7,3,0
Wednesday,707,SEA,DET,10,1,0
Thursday,108,SEA,DET,7,2,0
Monday,710,NYA,DET,5,3,0
Tuesday,707,NYA,DET,2,4,1
Wednesday,706,NYA,DET,0,4,1
Thursday,106,NYA,DET,3,6,1
Friday,707,KCA,DET,1,3,1
Saturday,412,KCA,DET,0,3,1
Monday,706,TOR,DET,4,2,0
Monday,732,TBA,DET,3,6,1
Tuesday,706,TBA,DET,6,7,1
Thursday,106,BOS,DET,14,1,0
Friday,706,BOS,DET,6,3,0
Sunday,108,BOS,DET,4,3,0
Sunday,755,BOS,DET,0,3,1
Monday,108,MIN,DET,5,6,1
Tuesday,705,MIN,DET,7,8,1
Wednesday,706,MIN,DET,2,4,1
Thursday,706,SEA,DET,1,4,1
Friday,707,SEA,DET,3,2,0
Saturday,705,SEA,DET,1,8,1
Sunday,105,SEA,DET,7,3,0
Monday,705,TBA,DET,1,2,1
Tuesday,706,CLE,DET,0,4,1
Wednesday,706,CLE,DET,6,4,0
Thursday,105,CLE,DET,2,6,1
Friday,706,ARI,DET,7,6,0
Saturday,706,ARI,DET,0,6,1
Sunday,126,ARI,DET,3,8,1
Monday,607,TOR,DET,2,4,1
Tuesday,706,NYN,DET,14,3,0
Wednesday,707,NYN,DET,16,9,0
Thursday,106,NYN,DET,2,5,1
Friday,707,SFN,DET,4,3,0
Saturday,706,SFN,DET,15,3,0
Sunday,107,SFN,DET,3,6,1
Friday,706,CHA,DET,8,2,0
Saturday,412,CHA,DET,5,0,0
Sunday,108,CHA,DET,3,4,1
Tuesday,707,OAK,DET,3,8,1
Wednesday,706,OAK,DET,7,5,0
Thursday,106,ANA,DET,12,7,0
Friday,706,ANA,DET,2,12,1
Saturday,411,ANA,DET,5,1,0
Sunday,107,ANA,DET,2,3,1
Tuesday,716,TEX,DET,5,6,1
Wednesday,708,TEX,DET,4,5,1
Thursday,106,TEX,DET,5,2,0
Monday,707,MIN,DET,9,6,0
Tuesday,706,MIN,DET,1,7,1
Wednesday,706,MIN,DET,6,5,0
Friday,706,CLE,DET,1,4,1
Saturday,707,CLE,DET,1,10,1
Sunday,107,CLE,DET,7,8,1
Monday,705,KCA,DET,9,5,0
Tuesday,705,KCA,DET,1,2,1
Wednesday,106,KCA,DET,4,5,1
Thursday,106,KCA,DET,11,8,0
Friday,707,CHA,DET,1,8,1
Saturday,411,CHA,DET,8,9,1
Sunday,809,CHA,DET,2,18,1
Friday,756,MIN,DET,4,8,1
Saturday,411,MIN,DET,2,3,1
Sunday,109,MIN,DET,1,2,1
Thursday,706,BAL,DET,6,5,0
Friday,706,BAL,DET,3,4,1
Saturday,706,BAL,DET,6,5,0
Sunday,106,BAL,DET,6,10,1
Monday,705,CLE,DET,0,14,1
Tuesday,736,CLE,DET,6,9,1
Wednesday,706,CLE,DET,4,5,1
Monday,838,NYA,DET,4,5,1
Tuesday,837,NYA,DET,10,1,0
Tuesday,806,TEX,DET,2,5,1
Wednesday,632,TEX,DET,7,3,0
Thursday,422,TEX,DET,5,7,1
Thursday,110,BOS,DET,2,3,1
Saturday,406,BOS,DET,0,10,1
Sunday,106,BOS,DET,12,13,1
Tuesday,106,TBA,DET,2,5,1
Wednesday,106,TBA,DET,4,2,0
Thursday,106,TBA,DET,2,7,1
Thursday,707,TEX,DET,10,3,0
Saturday,107,TEX,DET,10,4,0
Saturday,706,TEX,DET,2,3,1
Sunday,110,TEX,DET,3,2,0
Tuesday,706,SEA,DET,7,4,0
Wednesday,706,SEA,DET,9,1,0
Thursday,107,SEA,DET,5,4,0
Tuesday,707,KCA,DET,3,9,1
Wednesday,107,KCA,DET,3,2,0
Friday,706,CHA,DET,4,5,1
Saturday,405,CHA,DET,3,2,0
Sunday,107,CHA,DET,1,3,1
Wednesday,707,MIN,DET,11,7,0
Thursday,108,MIN,DET,4,3,0
Friday,706,PIT,DET,0,6,1
Saturday,407,PIT,DET,4,3,0
Sunday,106,PIT,DET,3,4,1
Friday,707,NYA,DET,9,4,0
Saturday,716,NYA,DET,3,4,1
Sunday,113,NYA,DET,5,1,0
Tuesday,706,CLE,DET,4,2,0
Wednesday,706,CLE,DET,9,6,0
Thursday,105,CLE,DET,5,7,1
Friday,706,COL,DET,12,4,0
Saturday,406,COL,DET,1,4,1
Sunday,106,COL,DET,0,5,1
Tuesday,707,SLN,DET,3,6,1
Wednesday,709,SLN,DET,3,1,0
Thursday,106,SLN,DET,1,2,1
Monday,706,MIN,DET,6,4,0
Tuesday,835,MIN,DET,8,6,0
Wednesday,931,MIN,DET,1,5,1
Thursday,227,MIN,DET,3,7,1
Friday,707,KCA,DET,2,4,1
Saturday,404,KCA,DET,7,8,1
Sunday,106,KCA,DET,1,7,1
Monday,709,ANA,DET,6,8,1
Tuesday,706,ANA,DET,13,0,0
Wednesday,705,ANA,DET,2,7,1
Thursday,106,ANA,DET,1,5,1
Friday,706,CHA,DET,2,4,1
Saturday,406,CHA,DET,1,7,1
Sunday,107,CHA,DET,4,6,1
Friday,706,CLE,DET,2,10,1
Saturday,705,CLE,DET,1,6,1
Sunday,105,CLE,DET,8,10,1
Monday,710,NYA,DET,2,7,1
Tuesday,707,NYA,DET,5,6,1
Wednesday,706,NYA,DET,12,8,0
Thursday,134,NYA,DET,4,3,0
Friday,706,BAL,DET,3,5,1
Saturday,707,BAL,DET,3,2,0
Sunday,105,BAL,DET,7,5,0
Tuesday,705,TOR,DET,3,5,1
Wednesday,707,TOR,DET,2,3,1
Thursday,106,TOR,DET,2,3,1
Friday,706,ANA,DET,2,1,0
Saturday,706,ANA,DET,3,5,1
Sunday,108,ANA,DET,2,5,1
Friday,704,CHA,DET,4,7,1
Saturday,705,CHA,DET,1,5,1
Sunday,807,CHA,DET,2,4,1
Monday,105,CLE,DET,3,2,0
Tuesday,708,CLE,DET,3,2,0
Wednesday,705,CLE,DET,1,7,1
Tuesday,705,OAK,DET,2,12,1
Wednesday,710,OAK,DET,2,6,1
Thursday,106,OAK,DET,12,4,0
Saturday,405,MIN,DET,0,8,1
Sunday,105,MIN,DET,10,4,0
Sunday,706,MIN,DET,2,1,0
Monday,707,KCA,DET,2,6,1
Tuesday,705,KCA,DET,0,2,1
Wednesday,706,KCA,DET,4,5,1
Thursday,105,KCA,DET,4,5,1
Saturday,607,OAK,DET,1,3,1
Sunday,1208,OAK,DET,4,5,1
Tuesday,808,NYA,DET,1,2,1
Thursday,408,NYA,DET,1,8,1
Saturday,807,SFN,DET,2,0,0
Sunday,816,SFN,DET,4,3,0
Friday,108,NYA,DET,3,8,1
Saturday,406,NYA,DET,4,8,1
Sunday,109,NYA,DET,7,0,0
Tuesday,110,TOR,DET,3,7,1
Wednesday,337,TOR,DET,8,6,0
Thursday,108,TOR,DET,1,11,1
Wednesday,709,KCA,DET,5,7,1
Thursday,138,KCA,DET,8,3,0
Friday,708,ATL,DET,0,10,1
Saturday,107,ATL,DET,4,7,1
Sunday,808,ATL,DET,3,8,1
Monday,708,MIN,DET,3,4,1
Tuesday,708,MIN,DET,1,6,1
Wednesday,108,MIN,DET,6,2,0
Friday,708,CLE,DET,4,10,1
Saturday,709,CLE,DET,7,6,0
Sunday,110,CLE,DET,4,3,0
Monday,708,HOU,DET,2,7,1
Tuesday,708,HOU,DET,2,6,1
Wednesday,108,HOU,DET,7,5,0
Thursday,808,MIN,DET,6,7,1
Friday,708,MIN,DET,0,6,1
Saturday,408,MIN,DET,3,2,0
Sunday,109,MIN,DET,1,6,1
Monday,109,PIT,DET,5,6,1
Tuesday,821,PIT,DET,1,0,0
Tuesday,708,TBA,DET,1,10,1
Wednesday,708,TBA,DET,3,0,0
Thursday,108,TBA,DET,2,5,1
Friday,709,CLE,DET,5,7,1
Saturday,409,CLE,DET,4,6,1
Sunday,108,CLE,DET,1,4,1
Monday,708,BAL,DET,1,5,1
Tuesday,709,BAL,DET,5,2,0
Wednesday,108,BAL,DET,13,3,0
Thursday,708,BOS,DET,3,4,1
Friday,708,BOS,DET,10,6,0
Saturday,715,BOS,DET,3,10,1
Sunday,109,BOS,DET,5,7,1
Tuesday,708,ANA,DET,14,8,0
Wednesday,707,ANA,DET,7,4,0
Thursday,108,ANA,DET,3,1,0
Tuesday,746,CHA,DET,11,4,0
Wednesday,709,CHA,DET,5,8,1
Thursday,108,CHA,DET,6,3,0
Friday,708,TEX,DET,2,7,1
Saturday,716,TEX,DET,7,1,0
Sunday,109,TEX,DET,0,5,1
Friday,707,PHI,DET,1,2,1
Saturday,755,PHI,DET,0,10,1
Sunday,108,PHI,DET,4,12,1
Tuesday,708,WAS,DET,1,5,1
Wednesday,108,WAS,DET,1,11,1
Friday,707,CHA,DET,1,2,1
Saturday,708,CHA,DET,0,3,1
Sunday,109,CHA,DET,2,3,1
Thursday,708,KCA,DET,1,4,1
Friday,108,KCA,DET,2,1,0
Friday,708,KCA,DET,3,0,0
Saturday,707,KCA,DET,5,6,1
Sunday,108,KCA,DET,3,6,1
Tuesday,709,MIN,DET,6,3,0
Wednesday,708,MIN,DET,1,7,1
Thursday,108,MIN,DET,7,6,0
Monday,708,OAK,DET,8,6,0
Tuesday,708,OAK,DET,6,3,0
Wednesday,708,OAK,DET,14,4,0
Thursday,108,OAK,DET,6,7,1
Friday,708,CLE,DET,2,7,1
Saturday,709,CLE,DET,5,10,1
Sunday,109,CLE,DET,4,0,0
Friday,708,KCA,DET,3,6,1
Saturday,708,KCA,DET,1,0,0
Sunday,109,KCA,DET,2,3,1
Monday,708,SEA,DET,2,4,1
Tuesday,708,SEA,DET,2,6,1
Wednesday,708,SEA,DET,8,0,0
Thursday,108,SEA,DET,4,5,1
Friday,708,CHA,DET,5,12,1
Saturday,708,CHA,DET,6,7,1
Sunday,108,CHA,DET,6,3,0
Monday,108,OAK,DET,6,3,0
Tuesday,508,OAK,DET,6,8,1
Tuesday,408,BOS,DET,1,0,0
Wednesday,807,BOS,DET,3,7,1
Thursday,807,BOS,DET,4,3,0
Friday,720,LAN,FLO,7,3,0
Saturday,710,LAN,FLO,6,7,1
Sunday,111,LAN,FLO,5,6,1
Monday,710,CIN,FLO,6,5,0
Tuesday,710,CIN,FLO,10,8,0
Wednesday,710,CIN,FLO,3,5,1
Thursday,711,CIN,FLO,2,10,1
Monday,710,SDN,FLO,1,10,1
Tuesday,710,SDN,FLO,4,1,0
Wednesday,1210,SDN,FLO,6,4,0
Friday,710,WAS,FLO,7,1,0
Saturday,710,WAS,FLO,1,7,1
Sunday,111,WAS,FLO,3,9,1
Tuesday,710,SFN,FLO,9,6,0
Wednesday,711,SFN,FLO,3,2,0
Thursday,711,SFN,FLO,6,3,0
Thursday,710,NYN,FLO,1,2,1
Friday,710,NYN,FLO,2,7,1
Saturday,710,NYN,FLO,5,7,1
Sunday,111,NYN,FLO,8,10,1
Monday,742,ARI,FLO,5,1,0
Tuesday,110,ARI,FLO,0,8,1
Tuesday,711,ATL,FLO,4,6,1
Wednesday,731,ATL,FLO,7,3,0
Thursday,710,ATL,FLO,8,3,0
Friday,736,PHI,FLO,3,2,0
Saturday,710,PHI,FLO,1,0,0
Sunday,111,PHI,FLO,0,1,1
Monday,111,MIL,FLO,5,13,1
Tuesday,710,MIL,FLO,4,6,1
Wednesday,801,MIL,FLO,7,4,0
Thursday,723,MIL,FLO,2,3,1
Tuesday,710,TEX,FLO,3,2,0
Wednesday,710,TEX,FLO,6,3,0
Thursday,710,TEX,FLO,6,4,0
Friday,711,TBA,FLO,4,7,1
Saturday,711,TBA,FLO,9,8,0
Sunday,110,TBA,FLO,1,4,1
Friday,710,SDN,FLO,3,0,0
Saturday,711,SDN,FLO,2,1,0
Sunday,110,SDN,FLO,4,2,0
Monday,710,NYN,FLO,3,10,1
Tuesday,710,NYN,FLO,6,7,1
Wednesday,830,NYN,FLO,6,5,0
Friday,712,WAS,FLO,4,0,0
Saturday,711,WAS,FLO,0,2,1
Sunday,110,WAS,FLO,0,1,1
Monday,711,COL,FLO,8,9,1
Tuesday,710,COL,FLO,10,0,0
Wednesday,710,COL,FLO,2,5,1
Thursday,1210,COL,FLO,2,3,1
Friday,710,ATL,FLO,6,7,1
Saturday,710,ATL,FLO,10,5,0
Sunday,110,ATL,FLO,4,5,1
Tuesday,710,PHI,FLO,6,1,0
Wednesday,808,PHI,FLO,7,2,0
Thursday,710,PHI,FLO,5,4,0
Friday,713,SLN,FLO,7,0,0
Saturday,725,SLN,FLO,4,5,1
Friday,711,HOU,FLO,0,9,1
Saturday,710,HOU,FLO,3,6,1
Sunday,110,HOU,FLO,2,1,0
Monday,959,WAS,FLO,9,3,0
Tuesday,714,WAS,FLO,0,1,1
Wednesday,709,WAS,FLO,10,16,1
Friday,710,ATL,FLO,1,6,1
Saturday,710,ATL,FLO,2,0,0
Sunday,1210,ATL,FLO,6,7,1
Monday,710,PHI,FLO,11,4,0
Tuesday,730,PHI,FLO,2,1,0
Wednesday,710,PHI,FLO,10,5,0
Friday,710,CHN,FLO,2,0,0
Saturday,710,CHN,FLO,5,3,0
Sunday,110,CHN,FLO,13,3,0
Monday,310,SLN,FLO,0,4,1
Tuesday,710,NYN,FLO,2,5,1
Wednesday,710,NYN,FLO,5,7,1
Thursday,710,PIT,FLO,9,11,1
Friday,710,PIT,FLO,5,1,0
Saturday,710,PIT,FLO,0,2,1
Sunday,110,PIT,FLO,2,5,1
Friday,721,NYN,FLO,2,6,1
Saturday,710,NYN,FLO,6,4,0
Sunday,111,NYN,FLO,9,2,0
Tuesday,710,WAS,FLO,2,3,1
Wednesday,710,WAS,FLO,4,7,1
Thursday,710,WAS,FLO,5,3,0
Tuesday,710,PIT,FLO,0,6,1
Wednesday,710,PIT,FLO,0,6,1
Thursday,710,PIT,FLO,5,9,1
Friday,710,COL,FLO,1,4,1
Saturday,710,COL,FLO,3,1,0
Sunday,111,COL,FLO,3,6,1
Monday,710,LAN,FLO,4,5,1
Tuesday,710,LAN,FLO,2,4,1
Wednesday,1210,LAN,FLO,5,4,0
Friday,711,WAS,FLO,3,2,0
Saturday,710,WAS,FLO,5,2,0
Sunday,110,WAS,FLO,0,8,1
Monday,711,PHI,FLO,6,4,0
Tuesday,711,PHI,FLO,1,2,1
Wednesday,711,PHI,FLO,5,3,0
Wednesday,710,CHN,FLO,7,5,0
Thursday,710,CHN,FLO,5,1,0
Friday,710,TBA,FLO,3,5,1
Saturday,410,TBA,FLO,3,5,1
Sunday,112,TBA,FLO,4,0,0
Friday,712,MIL,FLO,6,5,0
Saturday,710,MIL,FLO,3,2,0
Sunday,110,MIL,FLO,6,5,0
Monday,710,MIL,FLO,7,2,0
Tuesday,710,ATL,FLO,1,0,0
Wednesday,711,ATL,FLO,3,2,0
Thursday,710,ATL,FLO,3,2,0
Friday,710,ARI,FLO,4,6,1
Saturday,730,ARI,FLO,9,5,0
Sunday,111,ARI,FLO,5,1,0
Monday,726,ARI,FLO,12,9,0
Monday,853,ANA,FLO,2,1,0
Tuesday,710,ANA,FLO,2,5,1
Wednesday,711,ANA,FLO,6,5,0
Friday,709,SEA,FLO,5,1,0
Saturday,710,SEA,FLO,2,4,1
Sunday,710,SEA,FLO,2,1,0
Monday,610,PHI,FLO,1,0,0
Tuesday,711,PHI,FLO,14,2,0
Wednesday,710,PHI,FLO,6,7,1
Thursday,710,HOU,FLO,0,5,1
