day,start_time,awayteam,hometeam,awayscore,homescore,wl
Saturday,610,COL,MIL,4,9,1
Sunday,125,COL,MIL,4,1,0
Monday,711,HOU,MIL,5,6,1
Tuesday,710,HOU,MIL,6,9,1
Wednesday,1211,HOU,MIL,7,5,0
Monday,711,CIN,MIL,6,1,0
Tuesday,710,CIN,MIL,3,8,1
Wednesday,1210,CIN,MIL,2,1,0
Friday,710,CHN,MIL,7,8,1
Saturday,1206,CHN,MIL,2,8,1
Sunday,111,CHN,MIL,8,2,0
Friday,711,MIN,MIL,11,3,0
Saturday,310,MIN,MIL,5,4,0
Sunday,110,MIN,MIL,4,16,1
Monday,710,SFN,MIL,4,3,0
Tuesday,711,SFN,MIL,6,4,0
Wednesday,1211,SFN,MIL,5,8,1
Friday,710,PIT,MIL,8,2,0
Saturday,610,PIT,MIL,1,5,1
Sunday,110,PIT,MIL,6,5,0
Tuesday,710,CHN,MIL,10,0,0
Wednesday,710,CHN,MIL,0,8,1
Thursday,110,CHN,MIL,3,4,1
Friday,710,SDN,MIL,5,9,1
Saturday,310,SDN,MIL,5,2,0
Sunday,111,SDN,MIL,5,6,1
Monday,710,TOR,MIL,6,7,1
Tuesday,710,TOR,MIL,10,9,0
Wednesday,110,TOR,MIL,3,8,1
Friday,711,ARI,MIL,9,3,0
Saturday,615,ARI,MIL,2,10,1
Sunday,111,ARI,MIL,1,2,1
Monday,711,MIA,MIL,5,6,1
Tuesday,311,MIA,MIL,12,13,1
Wednesday,311,MIA,MIL,7,6,0
Thursday,110,MIA,MIL,4,0,0
Friday,710,PIT,MIL,7,10,1
Saturday,610,PIT,MIL,6,4,0
Sunday,112,PIT,MIL,1,4,1
Monday,710,SLN,MIL,3,2,0
Tuesday,710,SLN,MIL,2,3,1
Wednesday,110,SLN,MIL,3,4,1
Thursday,710,WAS,MIL,8,2,0
Friday,710,WAS,MIL,0,6,1
Saturday,610,WAS,MIL,4,1,0
Sunday,111,WAS,MIL,11,10,0
Monday,710,HOU,MIL,7,8,1
Tuesday,710,HOU,MIL,1,10,1
Wednesday,110,HOU,MIL,4,13,1
Monday,710,CIN,MIL,3,6,1
Tuesday,710,CIN,MIL,1,3,1
Wednesday,110,CIN,MIL,2,3,1
Thursday,710,PHI,MIL,4,7,1
Friday,710,PHI,MIL,2,6,1
Saturday,610,PHI,MIL,4,3,0
Sunday,110,PHI,MIL,8,0,0
Monday,711,CHN,MIL,5,9,1
Tuesday,710,CHN,MIL,2,5,1
Wednesday,110,CHN,MIL,2,3,1
Friday,710,PIT,MIL,3,9,1
Saturday,610,PIT,MIL,2,3,1
Sunday,110,PIT,MIL,8,12,1
Monday,710,ATL,MIL,1,4,1
Tuesday,710,ATL,MIL,0,5,1
Wednesday,710,ATL,MIL,2,8,1
Friday,710,NYN,MIL,7,3,0
Saturday,611,NYN,MIL,6,9,1
Sunday,110,NYN,MIL,0,3,1
Friday,710,HOU,MIL,7,6,0
Saturday,611,HOU,MIL,5,9,1
Sunday,110,HOU,MIL,7,0,0
Monday,711,SDN,MIL,3,5,1
Tuesday,710,SDN,MIL,3,4,1
Wednesday,710,SDN,MIL,7,6,0
Monday,110,COL,MIL,4,5,1
Tuesday,710,COL,MIL,8,4,0
Wednesday,711,COL,MIL,7,3,0
Friday,710,ARI,MIL,3,1,0
Saturday,610,ARI,MIL,9,2,0
Sunday,110,ARI,MIL,8,7,0
Tuesday,710,SFN,MIL,8,10,1
Wednesday,710,SFN,MIL,3,4,1
Thursday,1210,SFN,MIL,2,7,1
Friday,711,CHN,MIL,4,5,1
Saturday,611,CHN,MIL,1,5,1
Sunday,111,CHN,MIL,2,4,1
Monday,710,PIT,MIL,4,10,1
Tuesday,710,PIT,MIL,8,12,1
Wednesday,1210,PIT,MIL,6,4,0
Thursday,711,SLN,MIL,6,5,0
Friday,710,SLN,MIL,6,1,0
Saturday,306,SLN,MIL,7,6,0
Sunday,110,SLN,MIL,10,1,0
Tuesday,711,TEX,MIL,3,6,1
Wednesday,710,TEX,MIL,4,1,0
Monday,710,LAN,MIL,3,1,0
Tuesday,710,LAN,MIL,2,5,1
Wednesday,1210,LAN,MIL,9,2,0
Friday,710,PIT,MIL,1,2,1
Saturday,310,PIT,MIL,5,2,0
Sunday,110,PIT,MIL,5,4,0
Monday,113,MIN,MIL,6,3,0
Tuesday,710,MIN,MIL,6,5,0
Monday,711,OAK,MIL,10,2,0
Tuesday,710,OAK,MIL,3,4,1
Wednesday,110,OAK,MIL,6,1,0
Thursday,711,PHI,MIL,5,1,0
Friday,710,PHI,MIL,4,5,1
Saturday,616,PHI,MIL,3,4,1
Sunday,110,PHI,MIL,1,9,1
Friday,711,ATL,MIL,0,2,1
Saturday,310,ATL,MIL,0,2,1
Sunday,111,ATL,MIL,7,4,0
Tuesday,710,CHN,MIL,3,9,1
Wednesday,710,CHN,MIL,5,4,0
Thursday,111,CHN,MIL,7,2,0
Friday,711,NYN,MIL,12,5,0
Saturday,616,NYN,MIL,6,7,1
Sunday,110,NYN,MIL,2,1,0
Monday,710,CIN,MIL,3,4,1
Tuesday,711,CIN,MIL,0,2,1
Wednesday,111,CIN,MIL,6,2,0
Friday,710,MIA,MIL,0,2,1
Saturday,610,MIA,MIL,0,6,1
Sunday,111,MIA,MIL,0,1,1
Monday,710,SDN,MIL,5,3,0
Tuesday,710,SDN,MIL,6,2,0
Wednesday,710,SDN,MIL,1,3,1
Thursday,110,SDN,MIL,10,8,0
Friday,729,WAS,MIL,4,1,0
Saturday,610,WAS,MIL,3,0,0
Sunday,110,WAS,MIL,5,8,1
Thursday,710,CIN,MIL,2,1,0
Friday,710,CIN,MIL,6,7,1
Saturday,610,CIN,MIL,0,2,1
Sunday,110,CIN,MIL,9,1,0
Monday,710,SLN,MIL,8,5,0
Tuesday,710,SLN,MIL,3,6,1
Wednesday,110,SLN,MIL,8,6,0
Friday,710,ANA,MIL,5,0,0
Saturday,610,ANA,MIL,6,5,0
Sunday,110,ANA,MIL,5,3,0
Monday,110,PIT,MIL,5,2,0
Tuesday,710,PIT,MIL,4,3,0
Wednesday,711,PIT,MIL,3,9,1
Friday,710,CIN,MIL,1,5,1
Saturday,1207,CIN,MIL,7,3,0
Sunday,110,CIN,MIL,5,6,1
Monday,711,CHN,MIL,1,6,1
Tuesday,710,CHN,MIL,3,4,1
Wednesday,710,CHN,MIL,0,7,1
Thursday,110,CHN,MIL,5,1,0
Friday,710,SLN,MIL,7,6,0
Saturday,610,SLN,MIL,7,2,0
Sunday,707,SLN,MIL,4,6,1
Monday,313,BOS,MIN,2,5,1
Wednesday,1212,BOS,MIN,6,3,0
Thursday,1211,BOS,MIN,0,8,1
Friday,710,KCA,MIN,3,10,1
Saturday,1211,KCA,MIN,5,6,1
Sunday,113,KCA,MIN,10,5,0
Tuesday,710,CLE,MIN,1,5,1
Wednesday,711,CLE,MIN,0,6,1
Thursday,1210,CLE,MIN,8,1,0
Monday,710,DET,MIN,4,10,1
Tuesday,711,DET,MIN,3,4,1
Wednesday,1211,DET,MIN,4,5,1
Thursday,712,BAL,MIN,2,0,0
Saturday,1210,BAL,MIN,7,3,0
Saturday,710,BAL,MIN,1,6,1
Sunday,113,BAL,MIN,0,6,1
Tuesday,711,CHA,MIN,5,2,0
Wednesday,1211,CHA,MIN,2,3,1
Friday,711,MIL,MIN,3,15,1
Saturday,310,MIL,MIN,7,8,1
Sunday,114,MIL,MIN,4,3,0
Tuesday,711,NYA,MIN,1,0,0
Wednesday,610,NYA,MIN,3,2,0
Thursday,710,NYA,MIN,2,8,1
Friday,710,TEX,MIN,1,2,1
Saturday,312,TEX,MIN,3,8,1
Sunday,710,TEX,MIN,3,6,1
Tuesday,712,KCA,MIN,3,7,1
Wednesday,712,KCA,MIN,2,6,1
Thursday,710,KCA,MIN,9,8,0
Friday,712,ATL,MIN,1,2,1
Saturday,611,ATL,MIN,3,2,0
Sunday,112,ATL,MIN,7,3,0
Tuesday,710,COL,MIN,3,9,1
Wednesday,711,COL,MIN,1,2,1
Thursday,1210,COL,MIN,5,1,0
Monday,711,DET,MIN,7,5,0
Tuesday,710,DET,MIN,4,11,1
Wednesday,1211,DET,MIN,1,5,1
Thursday,710,TBA,MIN,5,4,0
Friday,710,TBA,MIN,1,2,1
Saturday,310,TBA,MIN,8,6,0
Sunday,113,TBA,MIN,7,4,0
Thursday,711,CHA,MIN,8,7,0
Friday,710,CHA,MIN,4,7,1
Saturday,611,CHA,MIN,2,3,1
Sunday,112,CHA,MIN,6,7,1
Monday,710,CLE,MIN,10,4,0
Tuesday,710,CLE,MIN,4,3,0
Wednesday,1210,CLE,MIN,0,6,1
Friday,710,SEA,MIN,3,5,1
Saturday,610,SEA,MIN,0,4,1
Sunday,113,SEA,MIN,0,4,1
Friday,712,OAK,MIN,3,4,1
Saturday,610,OAK,MIN,0,2,1
Sunday,112,OAK,MIN,2,4,1
Tuesday,711,CHA,MIN,6,7,1
Wednesday,711,CHA,MIN,6,7,1
Thursday,712,CHA,MIN,11,0,0
Friday,711,ANA,MIN,2,7,1
Saturday,310,ANA,MIN,9,3,0
Sunday,711,ANA,MIN,0,4,1
Tuesday,710,DET,MIN,3,4,1
Wednesday,711,DET,MIN,1,2,1
Thursday,710,DET,MIN,10,9,0
Friday,741,TEX,MIN,3,4,1
Saturday,312,TEX,MIN,4,12,1
Sunday,213,TEX,MIN,5,6,1
Monday,110,KCA,MIN,4,5,1
Tuesday,711,KCA,MIN,3,10,1
Wednesday,710,KCA,MIN,3,4,1
Friday,711,OAK,MIN,3,1,0
Saturday,1211,OAK,MIN,2,4,1
Sunday,113,OAK,MIN,6,2,0
Monday,710,CLE,MIN,3,9,1
Tuesday,710,CLE,MIN,4,6,1
Wednesday,1211,CLE,MIN,1,5,1
Thursday,712,TOR,MIN,13,2,0
Friday,713,TOR,MIN,6,3,0
Saturday,1210,TOR,MIN,4,5,1
Sunday,114,TOR,MIN,2,1,0
Wednesday,737,NYA,MIN,6,4,0
Thursday,510,NYA,MIN,5,2,0
Friday,317,OAK,MIN,1,2,1
Saturday,610,OAK,MIN,1,0,0
Sunday,112,OAK,MIN,5,3,0
Tuesday,711,KCA,MIN,3,4,1
Wednesday,1209,KCA,MIN,10,5,0
Saturday,1211,CLE,MIN,3,10,1
Sunday,112,CLE,MIN,3,4,1
Wednesday,710,TBA,MIN,8,2,0
Thursday,1210,TBA,MIN,15,3,0
Thursday,710,TBA,MIN,6,1,0
Tuesday,710,DET,MIN,10,2,0
Wednesday,1210,DET,MIN,9,7,0
Friday,710,TOR,MIN,2,0,0
Saturday,310,TOR,MIN,9,3,0
Sunday,113,TOR,MIN,11,3,0
Monday,725,SEA,MIN,8,7,0
Tuesday,710,SEA,MIN,2,4,1
Wednesday,1210,SEA,MIN,3,0,0
Friday,711,ANA,MIN,6,5,0
Saturday,616,ANA,MIN,0,1,1
Sunday,115,ANA,MIN,6,5,0
Thursday,710,TEX,MIN,4,5,1
Friday,710,TEX,MIN,9,3,0
Saturday,312,TEX,MIN,1,8,1
Sunday,112,TEX,MIN,1,6,1
Wednesday,711,CHA,MIN,1,4,1
Thursday,1210,CHA,MIN,0,1,1
Friday,712,SDN,MIN,5,6,1
Saturday,611,SDN,MIN,0,1,1
Sunday,112,SDN,MIN,4,5,1
Monday,711,LAN,MIN,15,0,0
Tuesday,710,LAN,MIN,4,6,1
Wednesday,1211,LAN,MIN,0,1,1
Friday,911,MIL,MIN,2,6,1
Saturday,611,MIL,MIN,8,7,0
Sunday,110,MIL,MIN,7,9,1
Monday,110,TBA,MIN,0,7,1
Tuesday,711,TBA,MIN,2,3,1
Wednesday,1210,TBA,MIN,12,5,0
Thursday,710,KCA,MIN,4,8,1
Friday,731,KCA,MIN,2,1,0
Saturday,642,KCA,MIN,3,4,1
Sunday,112,KCA,MIN,3,4,1
Monday,1210,CLE,MIN,5,2,0
Monday,710,CLE,MIN,6,3,0
Tuesday,710,CLE,MIN,1,2,1
Wednesday,1210,CLE,MIN,5,7,1
Thursday,711,DET,MIN,6,2,0
Friday,710,DET,MIN,8,2,0
Saturday,311,DET,MIN,1,4,1
Sunday,311,DET,MIN,5,2,0
Friday,710,CHA,MIN,5,3,0
Saturday,612,CHA,MIN,6,1,0
Sunday,112,CHA,MIN,7,0,0
Monday,611,BOS,MIN,8,6,0
Tuesday,710,BOS,MIN,4,3,0
Wednesday,711,BOS,MIN,2,5,1
Thursday,721,NYA,MIN,8,4,0
Friday,711,NYA,MIN,8,1,0
Saturday,610,NYA,MIN,4,9,1
Sunday,112,NYA,MIN,3,0,0
Monday,712,BAL,MIN,4,1,0
Tuesday,710,BAL,MIN,8,1,0
Wednesday,710,BAL,MIN,6,1,0
Thursday,1211,BAL,MIN,6,1,0
Friday,710,DET,MIN,8,1,0
Saturday,311,DET,MIN,6,4,0
Sunday,112,DET,MIN,4,11,1
Monday,110,CHA,MIN,2,1,0
Monday,710,CHA,MIN,4,0,0
Tuesday,710,CHA,MIN,3,0,0
Wednesday,711,CHA,MIN,4,5,1
Friday,710,CLE,MIN,7,6,0
Saturday,1210,CLE,MIN,10,4,0
Sunday,113,CLE,MIN,6,5,0
Tuesday,710,SEA,MIN,5,4,0
Wednesday,710,SEA,MIN,5,4,0
Thursday,1210,SEA,MIN,2,3,1
Monday,710,KCA,MIN,7,3,0
Tuesday,712,KCA,MIN,4,7,1
Wednesday,722,KCA,MIN,0,1,1
Monday,318,ANA,MIN,5,1,0
Wednesday,712,ANA,MIN,5,6,1
Thursday,1210,ANA,MIN,9,10,1
Friday,711,TEX,MIN,4,1,0
Saturday,1207,TEX,MIN,6,2,0
Sunday,113,TEX,MIN,4,3,0
Monday,711,BOS,MIN,6,5,0
Tuesday,710,BOS,MIN,11,2,0
Wednesday,711,BOS,MIN,7,6,0
Friday,711,KCA,MIN,7,6,0
Sunday,111,KCA,MIN,4,7,1
Monday,710,ANA,MIN,8,3,0
Tuesday,711,ANA,MIN,0,5,1
Wednesday,711,ANA,MIN,6,2,0
Thursday,711,TOR,MIN,6,2,0
Friday,901,TOR,MIN,6,7,1
Saturday,610,TOR,MIN,2,1,0
Sunday,114,TOR,MIN,3,4,1
Monday,711,CLE,MIN,5,4,0
Tuesday,1212,CLE,MIN,5,0,0
Friday,711,DET,MIN,10,6,0
Saturday,131,DET,MIN,6,3,0
Sunday,112,DET,MIN,4,3,0
Monday,112,OAK,MIN,4,5,1
Tuesday,710,OAK,MIN,2,3,1
Wednesday,1210,OAK,MIN,0,4,1
Friday,711,CHN,MIN,7,8,1
Saturday,111,CHN,MIN,3,11,1
Sunday,111,CHN,MIN,8,2,0
Tuesday,710,PHI,MIN,7,11,1
Wednesday,710,PHI,MIN,9,8,0
Thursday,711,PHI,MIN,6,1,0
Friday,710,MIL,MIN,5,3,0
Saturday,110,MIL,MIN,6,2,0
Sunday,112,MIL,MIN,4,5,1
Monday,710,CHA,MIN,1,4,1
Tuesday,711,CHA,MIN,3,2,0
Wednesday,1210,CHA,MIN,12,5,0
Friday,711,KCA,MIN,4,3,0
Saturday,1212,KCA,MIN,2,7,1
Saturday,616,KCA,MIN,1,5,1
Sunday,114,KCA,MIN,8,10,1
Friday,720,OAK,MIN,6,3,0
Saturday,623,OAK,MIN,9,3,0
Sunday,112,OAK,MIN,9,4,0
Monday,711,BAL,MIN,7,19,1
Tuesday,711,BAL,MIN,4,6,1
Wednesday,710,BAL,MIN,2,1,0
Thursday,1211,BAL,MIN,4,3,0
Friday,711,CLE,MIN,0,11,1
Saturday,611,CLE,MIN,5,12,1
Sunday,111,CLE,MIN,1,5,1
Monday,711,CHA,MIN,6,7,1
Tuesday,711,CHA,MIN,4,3,0
Wednesday,1211,CHA,MIN,3,2,0
Friday,711,TBA,MIN,12,6,0
Saturday,611,TBA,MIN,4,2,0
Sunday,112,TBA,MIN,7,3,0
Monday,710,DET,MIN,3,9,1
Tuesday,710,DET,MIN,8,4,0
Wednesday,1211,DET,MIN,5,1,0
Monday,711,SEA,MIN,1,0,0
Tuesday,711,SEA,MIN,5,2,0
Wednesday,713,SEA,MIN,0,10,1
Thursday,1211,SEA,MIN,5,4,0
Friday,711,CLE,MIN,7,6,0
Saturday,651,CLE,MIN,0,3,1
Sunday,111,CLE,MIN,7,8,1
Monday,710,CLE,MIN,2,7,1
Tuesday,711,KCA,MIN,9,1,0
Wednesday,711,KCA,MIN,10,5,0
Thursday,711,KCA,MIN,3,4,1
Friday,710,CHA,MIN,6,0,0
Saturday,1211,CHA,MIN,5,3,0
Sunday,112,CHA,MIN,9,2,0
Monday,710,NYA,MIN,6,3,0
Tuesday,710,NYA,MIN,4,5,1
Wednesday,1212,NYA,MIN,8,2,0
Friday,710,DET,MIN,2,4,1
Saturday,306,DET,MIN,6,4,0
Sunday,111,DET,MIN,2,1,0
Monday,317,DET,MIN,4,2,0
Wednesday,310,DET,MIN,2,3,1
Thursday,1211,DET,MIN,2,8,1
Friday,711,NYN,MIN,16,5,0
Saturday,311,NYN,MIN,4,2,0
Monday,711,ANA,MIN,2,8,1
Tuesday,711,ANA,MIN,6,8,1
Tuesday,111,MIA,MIN,3,4,1
Tuesday,710,MIA,MIN,8,5,0
Thursday,711,TEX,MIN,2,1,0
Friday,711,TEX,MIN,4,3,0
Saturday,312,TEX,MIN,2,7,1
Sunday,112,TEX,MIN,0,5,1
Friday,712,BAL,MIN,9,6,0
Saturday,611,BAL,MIN,5,8,1
Sunday,112,BAL,MIN,6,0,0
Monday,713,CHA,MIN,3,10,1
Tuesday,710,CHA,MIN,4,2,0
Wednesday,1211,CHA,MIN,9,4,0
Friday,711,BOS,MIN,3,2,0
Saturday,611,BOS,MIN,12,5,0
Sunday,112,BOS,MIN,5,1,0
Wednesday,711,MIL,MIN,1,4,1
Thursday,710,MIL,MIN,6,8,1
Friday,710,SEA,MIN,3,0,0
Saturday,1210,SEA,MIN,4,5,1
Sunday,113,SEA,MIN,0,10,1
Tuesday,710,PHI,MIN,2,3,1
Wednesday,711,PHI,MIN,3,4,1
Thursday,711,PHI,MIN,3,2,0
Friday,742,DET,MIN,4,0,0
Saturday,615,DET,MIN,3,6,1
Sunday,111,DET,MIN,5,2,0
Tuesday,711,CHA,MIN,5,7,1
Wednesday,710,CHA,MIN,4,7,1
Thursday,1211,CHA,MIN,4,8,1
Thursday,711,KCA,MIN,1,3,1
Friday,736,KCA,MIN,9,3,0
Saturday,311,KCA,MIN,2,6,1
Sunday,113,KCA,MIN,9,8,0
Monday,712,NYA,MIN,10,4,0
Tuesday,711,NYA,MIN,7,3,0
Wednesday,711,NYA,MIN,3,2,0
Thursday,110,NYA,MIN,9,5,0
Friday,711,CLE,MIN,2,3,1
Saturday,610,CLE,MIN,2,3,1
Sunday,114,CLE,MIN,7,1,0
Tuesday,711,KCA,MIN,7,2,0
Wednesday,710,KCA,MIN,4,3,0
Thursday,1211,KCA,MIN,7,2,0
Friday,711,HOU,MIN,3,4,1
Saturday,611,HOU,MIN,4,6,1
Sunday,113,HOU,MIN,2,3,1
Monday,711,CLE,MIN,0,3,1
Tuesday,711,CLE,MIN,5,2,0
Wednesday,1211,CLE,MIN,9,8,0
Thursday,711,CHA,MIN,3,4,1
Friday,710,CHA,MIN,5,2,0
Saturday,611,CHA,MIN,8,5,0
Sunday,112,CHA,MIN,5,2,0
Monday,111,NYN,MIN,6,1,0
Tuesday,711,KCA,MIN,6,1,0
Wednesday,710,KCA,MIN,8,1,0
Thursday,1211,KCA,MIN,3,1,0
Friday,711,TOR,MIN,6,5,0
Saturday,610,TOR,MIN,11,2,0
Sunday,113,TOR,MIN,2,0,0
Monday,611,ANA,MIN,3,6,1
Tuesday,711,OAK,MIN,3,4,1
Wednesday,711,OAK,MIN,18,3,0
Thursday,1211,OAK,MIN,8,2,0
Friday,710,TBA,MIN,3,0,0
Saturday,617,TBA,MIN,7,0,0
Sunday,112,TBA,MIN,4,6,1
Monday,711,DET,MIN,3,4,1
Tuesday,711,DET,MIN,4,2,0
Wednesday,710,DET,MIN,1,0,0
Thursday,711,CLE,MIN,6,5,0
Friday,714,CLE,MIN,12,6,0
Saturday,231,CLE,MIN,5,1,0
Sunday,113,CLE,MIN,5,1,0
Tuesday,109,ANA,NYA,5,7,1
Wednesday,108,ANA,NYA,5,3,0
Thursday,708,ANA,NYA,2,6,1
Friday,708,TEX,NYA,1,5,1
Saturday,108,TEX,NYA,3,7,1
Sunday,107,TEX,NYA,2,5,1
Friday,708,CHA,NYA,4,6,1
Saturday,108,CHA,NYA,7,6,0
Sunday,108,CHA,NYA,3,12,1
Monday,708,BAL,NYA,1,4,1
Tuesday,709,BAL,NYA,1,4,1
Wednesday,109,BAL,NYA,5,7,1
Friday,708,MIN,NYA,4,8,1
Saturday,108,MIN,NYA,1,7,1
Sunday,108,MIN,NYA,6,3,0
Monday,710,BOS,NYA,9,11,1
Tuesday,804,BOS,NYA,7,6,0
Wednesday,708,TBA,NYA,10,6,0
Thursday,708,TBA,NYA,8,6,0
Friday,708,CLE,NYA,2,8,1
Saturday,108,CLE,NYA,13,11,0
Sunday,109,CLE,NYA,3,7,1
Monday,109,CLE,NYA,2,11,1
Tuesday,709,BAL,NYA,1,3,1
Wednesday,709,BAL,NYA,1,9,1
Thursday,109,BAL,NYA,3,6,1
Friday,708,HOU,NYA,3,4,1
Saturday,108,HOU,NYA,3,9,1
Sunday,108,HOU,NYA,5,9,1
Tuesday,709,PHI,NYA,3,8,1
Wednesday,708,PHI,NYA,6,3,0
Thursday,708,PHI,NYA,7,1,0
Friday,710,NYN,NYA,4,0,0
Saturday,108,NYN,NYA,3,5,1
Sunday,109,NYN,NYA,0,4,1
Tuesday,709,SEA,NYA,7,4,0
Wednesday,708,SEA,NYA,7,0,0
Thursday,108,SEA,NYA,2,4,1
Friday,108,TOR,NYA,6,1,0
Saturday,108,TOR,NYA,3,11,1
Sunday,109,TOR,NYA,6,7,1
Friday,710,TBA,NYA,4,5,1
Saturday,412,TBA,NYA,10,5,0
Sunday,109,TBA,NYA,5,9,1
Tuesday,711,ANA,NYA,10,2,0
Wednesday,108,ANA,NYA,6,10,1
Thursday,709,KCA,NYA,4,10,1
Friday,708,KCA,NYA,1,7,1
Saturday,109,KCA,NYA,7,4,0
Sunday,108,KCA,NYA,6,12,1
Monday,710,TOR,NYA,8,6,0
Tuesday,709,TOR,NYA,8,2,0
Wednesday,108,TOR,NYA,1,5,1
Friday,709,BOS,NYA,6,3,0
Saturday,410,BOS,NYA,2,5,1
Sunday,810,BOS,NYA,2,7,1
Monday,209,BOS,NYA,2,1,0
Monday,709,DET,NYA,3,1,0
Tuesday,708,DET,NYA,2,6,1
Wednesday,708,DET,NYA,5,9,1
Thursday,109,DET,NYA,5,11,1
Friday,710,SEA,NYA,6,0,0
Saturday,109,SEA,NYA,5,9,1
Sunday,108,SEA,NYA,0,10,1
Monday,711,OAK,NYA,5,11,1
Tuesday,708,OAK,NYA,3,9,1
Wednesday,708,OAK,NYA,3,4,1
Thursday,108,OAK,NYA,0,5,1
Friday,109,TOR,NYA,3,7,1
Saturday,109,TOR,NYA,5,7,1
Sunday,108,TOR,NYA,7,3,0
Monday,109,BAL,NYA,4,3,0
Tuesday,709,BAL,NYA,6,2,0
Wednesday,109,BAL,NYA,2,3,1
Monday,737,TBA,NYA,6,8,1
Tuesday,708,TBA,NYA,3,8,1
Wednesday,708,TBA,NYA,7,2,0
Thursday,707,TBA,NYA,10,3,0
Friday,708,BOS,NYA,10,8,0
Saturday,411,BOS,NYA,7,3,0
Sunday,809,BOS,NYA,3,4,1
Saturday,838,MIN,NYA,1,6,1
Monday,809,TEX,NYA,8,0,0
Tuesday,807,TEX,NYA,10,3,0
Wednesday,407,TEX,NYA,2,7,1
Thursday,111,DET,NYA,3,6,1
Saturday,411,DET,NYA,6,10,1
Sunday,108,DET,NYA,10,7,0
Monday,710,MIN,NYA,3,4,1
Tuesday,707,MIN,NYA,5,4,0
Thursday,109,MIN,NYA,3,4,1
Wednesday,710,BAL,NYA,4,7,1
Thursday,708,BAL,NYA,5,6,1
Friday,710,TEX,NYA,5,3,0
Saturday,108,TEX,NYA,2,5,1
Sunday,809,TEX,NYA,5,6,1
Monday,709,CHA,NYA,2,0,0
Tuesday,708,CHA,NYA,3,2,0
Wednesday,709,CHA,NYA,1,3,1
Thursday,710,CHA,NYA,3,12,1
Friday,709,TOR,NYA,5,3,0
Saturday,410,TOR,NYA,4,5,1
Sunday,113,TOR,NYA,2,5,1
Tuesday,709,KCA,NYA,1,3,1
Wednesday,710,KCA,NYA,4,3,0
Thursday,709,KCA,NYA,11,5,0
Friday,708,BOS,NYA,5,4,0
Saturday,714,BOS,NYA,6,0,0
Sunday,810,BOS,NYA,7,5,0
Friday,708,NYN,NYA,2,1,0
Saturday,715,NYN,NYA,3,7,1
Sunday,108,NYN,NYA,3,9,1
Monday,709,TOR,NYA,7,3,0
Tuesday,706,TOR,NYA,4,5,1
Wednesday,109,TOR,NYA,3,7,1
Tuesday,709,BOS,NYA,6,4,0
Wednesday,709,BOS,NYA,11,6,0
Thursday,1032,BOS,NYA,8,3,0
Friday,708,CLE,NYA,7,11,1
Saturday,108,CLE,NYA,0,4,1
Sunday,109,CLE,NYA,1,9,1
Monday,710,CLE,NYA,1,0,0
Tuesday,746,TEX,NYA,4,12,1
Wednesday,709,TEX,NYA,4,12,1
Thursday,108,TEX,NYA,2,3,1
Friday,710,COL,NYA,4,2,0
Saturday,107,COL,NYA,3,8,1
Sunday,221,COL,NYA,4,6,1
Tuesday,708,MIL,NYA,2,12,1
Wednesday,709,MIL,NYA,2,5,1
Thursday,108,MIL,NYA,0,5,1
Thursday,708,TBA,NYA,5,1,0
Saturday,108,TBA,NYA,4,5,1
Sunday,107,TBA,NYA,0,1,1
Friday,708,OAK,NYA,7,17,1
Saturday,108,OAK,NYA,4,3,0
Sunday,108,OAK,NYA,5,7,1
Monday,902,SEA,NYA,3,10,1
Tuesday,708,SEA,NYA,1,4,1
Wednesday,110,SEA,NYA,9,2,0
Friday,854,BAL,NYA,4,2,0
Saturday,108,BAL,NYA,3,8,1
Saturday,707,BAL,NYA,3,17,1
Sunday,109,BAL,NYA,2,4,1
Tuesday,708,ANA,NYA,6,4,0
Wednesday,708,ANA,NYA,3,9,1
Thursday,108,ANA,NYA,5,6,1
Friday,707,TBA,NYA,5,1,0
Saturday,411,TBA,NYA,2,9,1
Tuesday,708,OAK,NYA,6,5,0
Wednesday,708,OAK,NYA,6,4,0
Thursday,234,OAK,NYA,9,22,1
Friday,709,TOR,NYA,2,3,1
Saturday,108,TOR,NYA,4,6,1
Sunday,109,TOR,NYA,3,9,1
Monday,108,BAL,NYA,10,11,1
Tuesday,1108,BAL,NYA,3,5,1
Wednesday,111,BAL,NYA,5,4,0
Monday,109,MIN,NYA,4,6,1
Tuesday,709,TBA,NYA,0,5,1
Wednesday,107,TBA,NYA,2,4,1
Wednesday,807,TBA,NYA,2,4,1
Thursday,709,TBA,NYA,15,8,0
Saturday,412,BOS,NYA,1,9,1
Sunday,111,BOS,NYA,2,6,1
Sunday,632,BOS,NYA,7,4,0
Friday,837,DET,NYA,3,9,1
Sunday,309,DET,NYA,5,3,0
Thursday,807,DET,NYA,3,2,0
Friday,111,ANA,NYA,0,5,1
Saturday,106,ANA,NYA,7,1,0
Sunday,806,ANA,NYA,5,11,1
Monday,708,MIN,NYA,7,3,0
Tuesday,707,MIN,NYA,3,8,1
Wednesday,707,MIN,NYA,6,5,0
Thursday,709,MIN,NYA,6,7,1
Friday,710,DET,NYA,6,7,1
Saturday,408,DET,NYA,7,5,0
Sunday,108,DET,NYA,2,6,1
Monday,709,BAL,NYA,1,2,1
Tuesday,707,BAL,NYA,7,1,0
Wednesday,708,BAL,NYA,5,0,0
Tuesday,708,TBA,NYA,3,5,1
